Entity,Code,Day,total_vaccinations_per_hundred
Canada,CAN,2021-04-30,35.56
Canada,CAN,2021-05-01,36.17
Canada,CAN,2021-05-02,36.63
Canada,CAN,2021-05-03,37.23
Canada,CAN,2021-05-04,37.85
Canada,CAN,2021-05-05,38.6
Canada,CAN,2021-05-06,39.54
Canada,CAN,2021-05-07,40.6
Canada,CAN,2021-05-08,41.47
Canada,CAN,2021-05-09,42.17
Canada,CAN,2021-05-10,43.08
Canada,CAN,2021-05-11,43.87
Cape Verde,CPV,2021-03-18,0
Cape Verde,CPV,2021-03-24,0.39
Cayman Islands,CYM,2020-12-26,0
Cayman Islands,CYM,2021-02-04,16.75
Cayman Islands,CYM,2021-02-09,20.71
Cayman Islands,CYM,2021-02-10,21.43
Cayman Islands,CYM,2021-02-12,23.65
Cayman Islands,CYM,2021-02-17,25.45
Cayman Islands,CYM,2021-02-19,26.3
Cayman Islands,CYM,2021-02-20,27.63
Cayman Islands,CYM,2021-02-23,30.34
Cayman Islands,CYM,2021-02-24,31.14
Cayman Islands,CYM,2021-02-25,32.12
Cayman Islands,CYM,2021-03-03,36.53
Cayman Islands,CYM,2021-03-05,40.44
Cayman Islands,CYM,2021-03-12,48.66
Cayman Islands,CYM,2021-03-16,54.75
Cayman Islands,CYM,2021-03-18,58.28
Cayman Islands,CYM,2021-03-19,59.56
Cayman Islands,CYM,2021-03-22,62.62
Cayman Islands,CYM,2021-03-24,65.46
Cayman Islands,CYM,2021-03-25,67.04
Cayman Islands,CYM,2021-03-29,72.43
Cayman Islands,CYM,2021-03-31,75.41
Cayman Islands,CYM,2021-04-01,77.24
Cayman Islands,CYM,2021-04-07,81.37
Cayman Islands,CYM,2021-04-08,83.77
Cayman Islands,CYM,2021-04-09,85.54
Cayman Islands,CYM,2021-04-13,90.49
Cayman Islands,CYM,2021-04-15,92.27
Cayman Islands,CYM,2021-04-16,92.99
Cayman Islands,CYM,2021-04-20,96.39
Cayman Islands,CYM,2021-04-21,97.04
Cayman Islands,CYM,2021-04-30,99.96
Cayman Islands,CYM,2021-05-05,105.86
Cayman Islands,CYM,2021-05-07,106.17
Chile,CHL,2020-12-24,0
Chile,CHL,2020-12-25,0.03
Chile,CHL,2020-12-26,0.04
Chile,CHL,2020-12-27,0.05
Chile,CHL,2020-12-28,0.05
Chile,CHL,2020-12-29,0.05
Chile,CHL,2020-12-30,0.05
Chile,CHL,2020-12-31,0.05
Chile,CHL,2021-01-01,0.05
Chile,CHL,2021-01-02,0.05
Chile,CHL,2021-01-03,0.05
Chile,CHL,2021-01-04,0.05
Chile,CHL,2021-01-05,0.05
Chile,CHL,2021-01-06,0.06
Chile,CHL,2021-01-07,0.06
Chile,CHL,2021-01-08,0.06
Chile,CHL,2021-01-09,0.06
Chile,CHL,2021-01-10,0.06
Chile,CHL,2021-01-11,0.06
Chile,CHL,2021-01-12,0.06
Chile,CHL,2021-01-13,0.06
Chile,CHL,2021-01-14,0.1
Chile,CHL,2021-01-15,0.12
Chile,CHL,2021-01-16,0.12
Chile,CHL,2021-01-17,0.12
Chile,CHL,2021-01-18,0.17
Chile,CHL,2021-01-19,0.27
Chile,CHL,2021-01-20,0.32
Chile,CHL,2021-01-21,0.34
Chile,CHL,2021-01-22,0.34
Chile,CHL,2021-01-23,0.34
Chile,CHL,2021-01-24,0.34
Chile,CHL,2021-01-25,0.35
Chile,CHL,2021-01-26,0.35
Chile,CHL,2021-01-27,0.35
Chile,CHL,2021-01-28,0.35
Chile,CHL,2021-01-29,0.35
Chile,CHL,2021-01-30,0.35
Chile,CHL,2021-01-31,0.35
Chile,CHL,2021-02-01,0.35
Chile,CHL,2021-02-02,0.42
Chile,CHL,2021-02-03,1.31
Chile,CHL,2021-02-04,2.23
Chile,CHL,2021-02-05,3.12
Chile,CHL,2021-02-06,3.27
Chile,CHL,2021-02-07,3.31
Chile,CHL,2021-02-08,4.53
Chile,CHL,2021-02-09,5.9
Chile,CHL,2021-02-10,7.37
Chile,CHL,2021-02-11,8.7
Chile,CHL,2021-02-12,9.9
Chile,CHL,2021-02-13,10.06
Chile,CHL,2021-02-14,10.08
Chile,CHL,2021-02-15,11.47
Chile,CHL,2021-02-16,12.62
Chile,CHL,2021-02-17,13.61
Chile,CHL,2021-02-18,14.42
Chile,CHL,2021-02-19,15.16
Chile,CHL,2021-02-20,15.21
Chile,CHL,2021-02-21,15.22
Chile,CHL,2021-02-22,15.78
Chile,CHL,2021-02-23,16.28
Chile,CHL,2021-02-24,16.73
Chile,CHL,2021-02-25,17.18
Chile,CHL,2021-02-26,17.59
Chile,CHL,2021-02-27,17.64
Chile,CHL,2021-02-28,17.64
Chile,CHL,2021-03-01,18.36
Chile,CHL,2021-03-02,19.26
Chile,CHL,2021-03-03,20.89
Chile,CHL,2021-03-04,22.51
Chile,CHL,2021-03-05,24.07
Chile,CHL,2021-03-06,24.25
Chile,CHL,2021-03-07,24.29
Chile,CHL,2021-03-08,26.12
Chile,CHL,2021-03-09,28.09
Chile,CHL,2021-03-10,30.19
Chile,CHL,2021-03-11,32.37
Chile,CHL,2021-03-12,34.33
Chile,CHL,2021-03-13,34.59
Chile,CHL,2021-03-14,34.63
Chile,CHL,2021-03-15,36.88
Chile,CHL,2021-03-16,39.02
Chile,CHL,2021-03-17,40.94
Chile,CHL,2021-03-18,42.69
Chile,CHL,2021-03-19,44.21
Chile,CHL,2021-03-20,44.39
Chile,CHL,2021-03-21,44.41
Chile,CHL,2021-03-22,45.8
Chile,CHL,2021-03-23,47.04
Chile,CHL,2021-03-24,48.18
Chile,CHL,2021-03-25,49.29
Chile,CHL,2021-03-26,50.42
Chile,CHL,2021-03-27,50.5
Chile,CHL,2021-03-28,50.51
Chile,CHL,2021-03-29,51.9
Chile,CHL,2021-03-30,53.35
Chile,CHL,2021-03-31,54.82
Chile,CHL,2021-04-01,56.4
Chile,CHL,2021-04-02,56.44
Chile,CHL,2021-04-03,56.45
Chile,CHL,2021-04-04,56.46
Chile,CHL,2021-04-05,57.95
Chile,CHL,2021-04-06,59.2
Chile,CHL,2021-04-07,60.41
Chile,CHL,2021-04-08,61.66
Chile,CHL,2021-04-09,62.8
Chile,CHL,2021-04-10,62.94
Chile,CHL,2021-04-11,62.95
Chile,CHL,2021-04-12,64.19
Chile,CHL,2021-04-13,65.41
Chile,CHL,2021-04-14,66.6
Chile,CHL,2021-04-15,67.68
Chile,CHL,2021-04-16,68.67
Chile,CHL,2021-04-17,68.79
Chile,CHL,2021-04-18,68.8
Chile,CHL,2021-04-19,69.81
Chile,CHL,2021-04-20,70.78
Chile,CHL,2021-04-21,71.7
Chile,CHL,2021-04-22,72.74
Chile,CHL,2021-04-23,73.69
Chile,CHL,2021-04-24,73.78
Chile,CHL,2021-04-25,73.79
Chile,CHL,2021-04-26,74.81
Chile,CHL,2021-04-27,75.7
Chile,CHL,2021-04-28,76.58
Chile,CHL,2021-04-29,77.39
Chile,CHL,2021-04-30,77.85
Chile,CHL,2021-05-01,77.86
Chile,CHL,2021-05-02,77.87
Chile,CHL,2021-05-03,78.66
Chile,CHL,2021-05-04,79.54
Chile,CHL,2021-05-05,80.45
Chile,CHL,2021-05-06,81.27
Chile,CHL,2021-05-07,82.03
Chile,CHL,2021-05-08,82.16
Chile,CHL,2021-05-09,82.17
Chile,CHL,2021-05-10,83.03
China,CHN,2020-12-15,0.1
China,CHN,2020-12-31,0.31
China,CHN,2021-01-09,0.63
China,CHN,2021-01-13,0.69
China,CHN,2021-01-20,1.04
China,CHN,2021-01-27,1.58
China,CHN,2021-01-31,1.67
China,CHN,2021-02-03,2.17
China,CHN,2021-02-09,2.82
China,CHN,2021-02-28,3.65
China,CHN,2021-03-14,4.51
China,CHN,2021-03-20,5.21
China,CHN,2021-03-22,5.59
China,CHN,2021-03-23,5.76
China,CHN,2021-03-24,5.97
China,CHN,2021-03-25,6.35
China,CHN,2021-03-26,6.77
China,CHN,2021-03-27,7.12
China,CHN,2021-03-28,7.41
China,CHN,2021-03-29,7.71
China,CHN,2021-03-30,7.97
China,CHN,2021-03-31,8.32
China,CHN,2021-04-01,8.8
China,CHN,2021-04-02,9.3
China,CHN,2021-04-03,9.5
China,CHN,2021-04-04,9.72
China,CHN,2021-04-05,9.92
China,CHN,2021-04-06,10.14
China,CHN,2021-04-07,10.36
China,CHN,2021-04-08,10.78
China,CHN,2021-04-09,11.19
China,CHN,2021-04-10,11.43
China,CHN,2021-04-11,11.63
China,CHN,2021-04-12,11.95
China,CHN,2021-04-13,12.2
China,CHN,2021-04-14,12.45
China,CHN,2021-04-15,12.75
China,CHN,2021-04-16,13.02
China,CHN,2021-04-17,13.19
China,CHN,2021-04-18,13.35
China,CHN,2021-04-19,13.55
China,CHN,2021-04-20,13.82
China,CHN,2021-04-21,14.19
China,CHN,2021-04-22,14.68
China,CHN,2021-04-23,15.01
China,CHN,2021-04-24,15.31
China,CHN,2021-04-25,15.63
China,CHN,2021-04-26,15.94
China,CHN,2021-04-27,16.39
China,CHN,2021-04-28,16.95
China,CHN,2021-04-29,17.61
China,CHN,2021-04-30,18.42
China,CHN,2021-05-01,18.79
China,CHN,2021-05-02,19.13
China,CHN,2021-05-03,19.45
China,CHN,2021-05-04,19.77
China,CHN,2021-05-05,20.12
China,CHN,2021-05-06,20.69
China,CHN,2021-05-07,21.41
China,CHN,2021-05-08,22.06
China,CHN,2021-05-09,22.53
China,CHN,2021-05-10,23.13
China,CHN,2021-05-11,23.81
Colombia,COL,2021-02-17,0
Colombia,COL,2021-02-18,0.02
Colombia,COL,2021-02-19,0.04
Colombia,COL,2021-02-20,0.07
Colombia,COL,2021-02-21,0.08
Colombia,COL,2021-02-22,0.09
Colombia,COL,2021-02-23,0.09
Colombia,COL,2021-02-24,0.1
Colombia,COL,2021-02-25,0.13
Colombia,COL,2021-02-26,0.16
Colombia,COL,2021-02-27,0.22
Colombia,COL,2021-02-28,0.26
Colombia,COL,2021-03-01,0.29
Colombia,COL,2021-03-02,0.33
Colombia,COL,2021-03-03,0.38
Colombia,COL,2021-03-04,0.41
Colombia,COL,2021-03-05,0.47
Colombia,COL,2021-03-06,0.53
Colombia,COL,2021-03-07,0.59
Colombia,COL,2021-03-08,0.62
Colombia,COL,2021-03-09,0.79
Colombia,COL,2021-03-10,0.94
Colombia,COL,2021-03-11,1.16
Colombia,COL,2021-03-12,1.36
Colombia,COL,2021-03-13,1.54
Colombia,COL,2021-03-14,1.66
Colombia,COL,2021-03-15,1.8
Colombia,COL,2021-03-16,1.92
Colombia,COL,2021-03-17,2.01
Colombia,COL,2021-03-18,2.12
Colombia,COL,2021-03-19,2.22
Colombia,COL,2021-03-20,2.32
Colombia,COL,2021-03-21,2.39
Colombia,COL,2021-03-22,2.43
Colombia,COL,2021-03-23,2.55
Colombia,COL,2021-03-24,2.72
Colombia,COL,2021-03-25,2.9
Colombia,COL,2021-03-26,3.14
Colombia,COL,2021-03-27,3.39
Colombia,COL,2021-03-28,3.57
Colombia,COL,2021-03-29,3.86
Colombia,COL,2021-03-30,4.17
Colombia,COL,2021-03-31,4.41
Colombia,COL,2021-04-01,4.52
Colombia,COL,2021-04-02,4.59
Colombia,COL,2021-04-03,4.68
Colombia,COL,2021-04-04,4.73
Colombia,COL,2021-04-05,4.87
Colombia,COL,2021-04-07,5.29
Colombia,COL,2021-04-08,5.53
Colombia,COL,2021-04-09,5.79
Colombia,COL,2021-04-10,5.98
Colombia,COL,2021-04-12,6.24
Colombia,COL,2021-04-13,6.58
Colombia,COL,2021-04-14,6.79
Colombia,COL,2021-04-16,7.06
Colombia,COL,2021-04-17,7.29
Colombia,COL,2021-04-18,7.41
Colombia,COL,2021-04-19,7.6
Colombia,COL,2021-04-20,7.82
Colombia,COL,2021-04-21,8.12
Colombia,COL,2021-04-22,8.3
Colombia,COL,2021-04-23,8.49
Colombia,COL,2021-04-24,8.65
Colombia,COL,2021-04-25,8.75
Colombia,COL,2021-04-27,9.09
Colombia,COL,2021-04-28,9.27
Colombia,COL,2021-04-29,9.48
Colombia,COL,2021-04-30,9.8
Colombia,COL,2021-05-01,10.05
Colombia,COL,2021-05-02,10.26
Colombia,COL,2021-05-07,11.98
Colombia,COL,2021-05-10,12.73
Comoros,COM,2021-04-21,1.55
Congo,COG,2021-04-14,0.26
Costa Rica,CRI,2020-12-24,0
Costa Rica,CRI,2021-01-03,0.05
Costa Rica,CRI,2021-01-08,0.19
Costa Rica,CRI,2021-01-15,0.49
Costa Rica,CRI,2021-01-18,0.58
Costa Rica,CRI,2021-01-25,0.94
Costa Rica,CRI,2021-02-01,1.13
Costa Rica,CRI,2021-02-08,1.47
Costa Rica,CRI,2021-02-15,1.9
Costa Rica,CRI,2021-02-22,1.99
Costa Rica,CRI,2021-03-01,2.94
Costa Rica,CRI,2021-03-05,3.79
Costa Rica,CRI,2021-03-08,4.02
Costa Rica,CRI,2021-03-12,4.75
Costa Rica,CRI,2021-03-15,4.87
Costa Rica,CRI,2021-03-22,6.13
Costa Rica,CRI,2021-03-24,6.83
Costa Rica,CRI,2021-03-29,7.55
Costa Rica,CRI,2021-04-06,9.91
Costa Rica,CRI,2021-04-12,11.52
Costa Rica,CRI,2021-04-19,13.71
Costa Rica,CRI,2021-04-26,16.08
Costa Rica,CRI,2021-05-03,18.65
Costa Rica,CRI,2021-05-10,21.47
Cote d'Ivoire,CIV,2021-03-01,0
Cote d'Ivoire,CIV,2021-03-06,0.01
Cote d'Ivoire,CIV,2021-03-08,0.01
Cote d'Ivoire,CIV,2021-03-09,0.02
Cote d'Ivoire,CIV,2021-03-10,0.03
Cote d'Ivoire,CIV,2021-03-14,0.06
Cote d'Ivoire,CIV,2021-03-15,0.06
Cote d'Ivoire,CIV,2021-03-16,0.07
Cote d'Ivoire,CIV,2021-03-17,0.07
Cote d'Ivoire,CIV,2021-03-18,0.08
Cote d'Ivoire,CIV,2021-03-19,0.09
Cote d'Ivoire,CIV,2021-03-20,0.09
Cote d'Ivoire,CIV,2021-03-21,0.09
Cote d'Ivoire,CIV,2021-03-22,0.09
Cote d'Ivoire,CIV,2021-03-23,0.1
Cote d'Ivoire,CIV,2021-03-24,0.11
Cote d'Ivoire,CIV,2021-03-25,0.11
Cote d'Ivoire,CIV,2021-03-26,0.12
Cote d'Ivoire,CIV,2021-03-27,0.13
Cote d'Ivoire,CIV,2021-03-29,0.13
Cote d'Ivoire,CIV,2021-03-30,0.14
Cote d'Ivoire,CIV,2021-03-31,0.15
Cote d'Ivoire,CIV,2021-04-01,0.16
Cote d'Ivoire,CIV,2021-04-02,0.17
Cote d'Ivoire,CIV,2021-04-03,0.18
Cote d'Ivoire,CIV,2021-04-04,0.19
Cote d'Ivoire,CIV,2021-04-06,0.19
Cote d'Ivoire,CIV,2021-04-08,0.2
Cote d'Ivoire,CIV,2021-04-09,0.23
Cote d'Ivoire,CIV,2021-04-10,0.25
Cote d'Ivoire,CIV,2021-04-11,0.26
Cote d'Ivoire,CIV,2021-04-14,0.32
Cote d'Ivoire,CIV,2021-04-15,0.33
Cote d'Ivoire,CIV,2021-04-16,0.35
Cote d'Ivoire,CIV,2021-04-17,0.35
Cote d'Ivoire,CIV,2021-04-18,0.36
Cote d'Ivoire,CIV,2021-04-21,0.4
Cote d'Ivoire,CIV,2021-04-22,0.41
Cote d'Ivoire,CIV,2021-04-23,0.43
Cote d'Ivoire,CIV,2021-04-24,0.44
Cote d'Ivoire,CIV,2021-04-25,0.45
Cote d'Ivoire,CIV,2021-04-26,0.45
Cote d'Ivoire,CIV,2021-04-27,0.48
Cote d'Ivoire,CIV,2021-04-28,0.5
Cote d'Ivoire,CIV,2021-04-29,0.53
Cote d'Ivoire,CIV,2021-04-30,0.56
Cote d'Ivoire,CIV,2021-05-01,0.6
Cote d'Ivoire,CIV,2021-05-02,0.62
Cote d'Ivoire,CIV,2021-05-03,0.64
Cote d'Ivoire,CIV,2021-05-04,0.69
Cote d'Ivoire,CIV,2021-05-05,0.75
Cote d'Ivoire,CIV,2021-05-06,0.82
Cote d'Ivoire,CIV,2021-05-07,0.89
Cote d'Ivoire,CIV,2021-05-08,0.96
Cote d'Ivoire,CIV,2021-05-09,1
Cote d'Ivoire,CIV,2021-05-10,1.01
Cote d'Ivoire,CIV,2021-05-11,1.06
Croatia,HRV,2020-12-30,0.19
Croatia,HRV,2021-01-03,0.3
Croatia,HRV,2021-01-05,0.34
Croatia,HRV,2021-01-07,0.5
Croatia,HRV,2021-01-08,0.61
Croatia,HRV,2021-01-09,0.73
Croatia,HRV,2021-01-13,0.84
Croatia,HRV,2021-01-14,0.93
Croatia,HRV,2021-01-15,1.01
Croatia,HRV,2021-01-16,1.12
Croatia,HRV,2021-01-19,1.32
Croatia,HRV,2021-01-22,1.58
Croatia,HRV,2021-01-25,1.7
Croatia,HRV,2021-01-29,1.95
Croatia,HRV,2021-02-01,2.04
Croatia,HRV,2021-02-03,2.14
Croatia,HRV,2021-02-04,2.33
Croatia,HRV,2021-02-09,2.49
Croatia,HRV,2021-02-11,2.75
Croatia,HRV,2021-02-15,2.94
Croatia,HRV,2021-02-18,3.46
Croatia,HRV,2021-02-22,4.05
Croatia,HRV,2021-02-24,4.48
Croatia,HRV,2021-02-25,4.73
Croatia,HRV,2021-03-01,5.19
Croatia,HRV,2021-03-04,5.89
Croatia,HRV,2021-03-08,6.46
Croatia,HRV,2021-03-12,7.33
Croatia,HRV,2021-03-19,8.89
Croatia,HRV,2021-03-22,9.52
Croatia,HRV,2021-03-26,10.15
Croatia,HRV,2021-03-28,10.48
Croatia,HRV,2021-03-31,11.61
Croatia,HRV,2021-04-01,12.14
Croatia,HRV,2021-04-02,12.6
Croatia,HRV,2021-04-04,12.77
Croatia,HRV,2021-04-06,12.82
Croatia,HRV,2021-04-07,12.99
Croatia,HRV,2021-04-08,13.24
Croatia,HRV,2021-04-09,13.78
Croatia,HRV,2021-04-10,14.22
Croatia,HRV,2021-04-11,14.33
Croatia,HRV,2021-04-12,14.5
Croatia,HRV,2021-04-13,14.75
Croatia,HRV,2021-04-14,15.04
Croatia,HRV,2021-04-15,15.68
Croatia,HRV,2021-04-16,16.37
Croatia,HRV,2021-04-17,16.84
Croatia,HRV,2021-04-18,16.89
Croatia,HRV,2021-04-19,17
Croatia,HRV,2021-04-20,17.27
Croatia,HRV,2021-04-21,17.69
Croatia,HRV,2021-04-22,18.19
Croatia,HRV,2021-04-23,18.76
Croatia,HRV,2021-04-24,19.14
Croatia,HRV,2021-04-25,19.38
Croatia,HRV,2021-04-26,19.46
Croatia,HRV,2021-04-27,19.8
Croatia,HRV,2021-04-28,20.12
Croatia,HRV,2021-04-29,21.26
Croatia,HRV,2021-04-30,21.95
Croatia,HRV,2021-05-01,22.11
Croatia,HRV,2021-05-02,22.14
Croatia,HRV,2021-05-03,22.45
Croatia,HRV,2021-05-04,23
Croatia,HRV,2021-05-05,23.85
Croatia,HRV,2021-05-06,24.98
Croatia,HRV,2021-05-07,26.28
Croatia,HRV,2021-05-08,27.23
Croatia,HRV,2021-05-09,27.56
Croatia,HRV,2021-05-10,28.12
Croatia,HRV,2021-05-11,28.9
Curacao,CUW,2021-03-29,11.95
Curacao,CUW,2021-03-30,12.48
Curacao,CUW,2021-04-01,13.61
Curacao,CUW,2021-04-05,17.15
Curacao,CUW,2021-04-06,18.41
Curacao,CUW,2021-04-07,19.7
Curacao,CUW,2021-04-08,20.8
Curacao,CUW,2021-04-09,22.47
Curacao,CUW,2021-04-10,24.77
Curacao,CUW,2021-04-13,30.42
Curacao,CUW,2021-04-14,32.61
Curacao,CUW,2021-04-15,35.45
Curacao,CUW,2021-04-16,37.19
Curacao,CUW,2021-04-17,39.27
Curacao,CUW,2021-04-19,41.9
Curacao,CUW,2021-04-20,43.86
Curacao,CUW,2021-04-21,45.61
Curacao,CUW,2021-04-22,47.34
Curacao,CUW,2021-04-23,48.97
Curacao,CUW,2021-04-24,51.2
Curacao,CUW,2021-04-25,51.62
Curacao,CUW,2021-04-26,52.88
Curacao,CUW,2021-04-27,54.35
Curacao,CUW,2021-04-28,54.69
Curacao,CUW,2021-04-29,57.23
Curacao,CUW,2021-04-30,58.31
Curacao,CUW,2021-05-01,59.41
Curacao,CUW,2021-05-02,59.42
Curacao,CUW,2021-05-03,61.26
Curacao,CUW,2021-05-04,62.65
Curacao,CUW,2021-05-05,64.42
Curacao,CUW,2021-05-06,65.19
Curacao,CUW,2021-05-08,65.94
Curacao,CUW,2021-05-09,66.69
Curacao,CUW,2021-05-10,67.1
Curacao,CUW,2021-05-11,67.91
Cyprus,CYP,2021-01-06,0.45
Cyprus,CYP,2021-01-10,0.69
Cyprus,CYP,2021-01-16,1.17
Cyprus,CYP,2021-01-23,2.03
Cyprus,CYP,2021-01-30,2.91
Cyprus,CYP,2021-02-06,3.75
Cyprus,CYP,2021-02-13,5.07
Cyprus,CYP,2021-02-20,6.48
Cyprus,CYP,2021-02-23,7.37
Cyprus,CYP,2021-02-26,8.7
Cyprus,CYP,2021-03-07,11.33
Cyprus,CYP,2021-03-20,14.78
Cyprus,CYP,2021-04-03,18.44
Cyprus,CYP,2021-04-07,19.94
Cyprus,CYP,2021-04-09,20.92
Cyprus,CYP,2021-04-16,23.11
Cyprus,CYP,2021-04-19,24.51
Cyprus,CYP,2021-04-20,25.08
Cyprus,CYP,2021-04-21,25.61
Cyprus,CYP,2021-04-23,26.97
Cyprus,CYP,2021-05-01,32.86
Cyprus,CYP,2021-05-06,37.95
Cyprus,CYP,2021-05-10,42.41
Cyprus,CYP,2021-05-11,43.91
Czechia,CZE,2020-12-27,0.01
Czechia,CZE,2020-12-28,0.03
Czechia,CZE,2020-12-29,0.07
Czechia,CZE,2020-12-30,0.1
Czechia,CZE,2020-12-31,0.11
Czechia,CZE,2021-01-01,0.11
Czechia,CZE,2021-01-02,0.12
Czechia,CZE,2021-01-03,0.13
Czechia,CZE,2021-01-04,0.17
Czechia,CZE,2021-01-05,0.21
Czechia,CZE,2021-01-06,0.26
Czechia,CZE,2021-01-07,0.34
Czechia,CZE,2021-01-08,0.43
Czechia,CZE,2021-01-09,0.45
Czechia,CZE,2021-01-10,0.46
Czechia,CZE,2021-01-11,0.56
Czechia,CZE,2021-01-12,0.68
Czechia,CZE,2021-01-13,0.81
Czechia,CZE,2021-01-14,0.95
Czechia,CZE,2021-01-15,1.08
Czechia,CZE,2021-01-16,1.11
Czechia,CZE,2021-01-17,1.14
Czechia,CZE,2021-01-18,1.27
Czechia,CZE,2021-01-19,1.41
Czechia,CZE,2021-01-20,1.57
Czechia,CZE,2021-01-21,1.73
Czechia,CZE,2021-01-22,1.87
Czechia,CZE,2021-01-23,1.91
Czechia,CZE,2021-01-24,1.94
Czechia,CZE,2021-01-25,2.06
Czechia,CZE,2021-01-26,2.19
Czechia,CZE,2021-01-27,2.32
Czechia,CZE,2021-01-28,2.44
Czechia,CZE,2021-01-29,2.57
Czechia,CZE,2021-01-30,2.59
Czechia,CZE,2021-01-31,2.61
Czechia,CZE,2021-02-01,2.72
Czechia,CZE,2021-02-02,2.85
Czechia,CZE,2021-02-03,2.99
Czechia,CZE,2021-02-04,3.16
Czechia,CZE,2021-02-05,3.31
Czechia,CZE,2021-02-06,3.34
Czechia,CZE,2021-02-07,3.37
Czechia,CZE,2021-02-08,3.51
Czechia,CZE,2021-02-09,3.67
Czechia,CZE,2021-02-10,3.85
Czechia,CZE,2021-02-11,4.05
Czechia,CZE,2021-02-12,4.25
Czechia,CZE,2021-02-13,4.3
Czechia,CZE,2021-02-14,4.32
Czechia,CZE,2021-02-15,4.46
Czechia,CZE,2021-02-16,4.63
Czechia,CZE,2021-02-17,4.8
Czechia,CZE,2021-02-18,4.98
Czechia,CZE,2021-02-19,5.16
Czechia,CZE,2021-02-20,5.19
Czechia,CZE,2021-02-21,5.21
Czechia,CZE,2021-02-22,5.36
Czechia,CZE,2021-02-23,5.54
Czechia,CZE,2021-02-24,5.73
Czechia,CZE,2021-02-25,5.95
Czechia,CZE,2021-02-26,6.14
Czechia,CZE,2021-02-27,6.18
Czechia,CZE,2021-02-28,6.2
Czechia,CZE,2021-03-01,6.42
Czechia,CZE,2021-03-02,6.7
Czechia,CZE,2021-03-03,7.02
Czechia,CZE,2021-03-04,7.37
Czechia,CZE,2021-03-05,7.69
Czechia,CZE,2021-03-06,7.81
Czechia,CZE,2021-03-07,7.92
Czechia,CZE,2021-03-08,8.24
Czechia,CZE,2021-03-09,8.64
Czechia,CZE,2021-03-10,9.08
Czechia,CZE,2021-03-11,9.58
Czechia,CZE,2021-03-12,10.01
Czechia,CZE,2021-03-13,10.18
Czechia,CZE,2021-03-14,10.3
Czechia,CZE,2021-03-15,10.65
Czechia,CZE,2021-03-16,11.11
Czechia,CZE,2021-03-17,11.55
Czechia,CZE,2021-03-18,12.02
Czechia,CZE,2021-03-19,12.46
Czechia,CZE,2021-03-20,12.62
Czechia,CZE,2021-03-21,12.7
Czechia,CZE,2021-03-22,13.04
Czechia,CZE,2021-03-23,13.41
Czechia,CZE,2021-03-24,13.8
Czechia,CZE,2021-03-25,14.21
Czechia,CZE,2021-03-26,14.6
Czechia,CZE,2021-03-27,14.73
Czechia,CZE,2021-03-28,14.82
Czechia,CZE,2021-03-29,15.18
Czechia,CZE,2021-03-30,15.62
Czechia,CZE,2021-03-31,16.08
Czechia,CZE,2021-04-01,16.61
Czechia,CZE,2021-04-02,16.8
Czechia,CZE,2021-04-03,16.93
Czechia,CZE,2021-04-04,17.03
Czechia,CZE,2021-04-05,17.12
Czechia,CZE,2021-04-06,17.54
Czechia,CZE,2021-04-07,17.96
Czechia,CZE,2021-04-08,18.6
Czechia,CZE,2021-04-09,19.24
Czechia,CZE,2021-04-10,19.52
Czechia,CZE,2021-04-11,19.71
Czechia,CZE,2021-04-12,20.29
Czechia,CZE,2021-04-13,20.86
Czechia,CZE,2021-04-14,21.47
Czechia,CZE,2021-04-15,22.15
Czechia,CZE,2021-04-16,22.8
Czechia,CZE,2021-04-17,23.03
Czechia,CZE,2021-04-18,23.2
Czechia,CZE,2021-04-19,23.75
Czechia,CZE,2021-04-20,24.29
Czechia,CZE,2021-04-21,24.86
Czechia,CZE,2021-04-22,25.52
Czechia,CZE,2021-04-23,26.09
Czechia,CZE,2021-04-24,26.3
Czechia,CZE,2021-04-25,26.47
Czechia,CZE,2021-04-26,27
Czechia,CZE,2021-04-27,27.55
Czechia,CZE,2021-04-28,28.21
Czechia,CZE,2021-04-29,28.94
Czechia,CZE,2021-04-30,29.6
Czechia,CZE,2021-05-01,29.8
Czechia,CZE,2021-05-02,30
Czechia,CZE,2021-05-03,30.66
Czechia,CZE,2021-05-04,31.33
Czechia,CZE,2021-05-05,32.07
Czechia,CZE,2021-05-06,32.89
Czechia,CZE,2021-05-07,33.67
Czechia,CZE,2021-05-08,33.96
Czechia,CZE,2021-05-09,34.19
Czechia,CZE,2021-05-10,34.9
Czechia,CZE,2021-05-11,35.63
Democratic Republic of Congo,COD,2021-04-18,0
Democratic Republic of Congo,COD,2021-04-25,0
Denmark,DNK,2020-12-27,0.11
Denmark,DNK,2020-12-28,0.14
Denmark,DNK,2020-12-29,0.3
Denmark,DNK,2020-12-30,0.49
Denmark,DNK,2020-12-31,0.59
Denmark,DNK,2021-01-01,0.63
Denmark,DNK,2021-01-02,0.78
Denmark,DNK,2021-01-03,0.88
Denmark,DNK,2021-01-04,0.93
Denmark,DNK,2021-01-05,1.15
Denmark,DNK,2021-01-06,1.49
Denmark,DNK,2021-01-07,1.78
Denmark,DNK,2021-01-08,1.93
Denmark,DNK,2021-01-09,1.96
Denmark,DNK,2021-01-10,1.97
Denmark,DNK,2021-01-11,1.99
Denmark,DNK,2021-01-12,1.99
Denmark,DNK,2021-01-13,2.21
Denmark,DNK,2021-01-14,2.52
