Entity,Code,Day,people_vaccinated
Denmark,DNK,19-04-2021,1096804
Denmark,DNK,20-04-2021,1118772
Denmark,DNK,21-04-2021,1141231
Denmark,DNK,22-04-2021,1169401
Denmark,DNK,23-04-2021,1191564
Denmark,DNK,24-04-2021,1206470
Denmark,DNK,25-04-2021,1221651
Denmark,DNK,26-04-2021,1253138
Denmark,DNK,27-04-2021,1279688
Denmark,DNK,28-04-2021,1303802
Denmark,DNK,29-04-2021,1329699
Denmark,DNK,30-04-2021,1343094
Denmark,DNK,01-05-2021,1350346
Denmark,DNK,02-05-2021,1366982
Denmark,DNK,03-05-2021,1387418
Denmark,DNK,04-05-2021,1415002
Denmark,DNK,05-05-2021,1441757
Denmark,DNK,06-05-2021,1463237
Denmark,DNK,07-05-2021,1479690
Denmark,DNK,08-05-2021,1489085
Denmark,DNK,09-05-2021,1504980
Denmark,DNK,10-05-2021,1531336
Djibouti,DJI,17-04-2021,10246
Dominica,DMA,11-02-2021,0
Dominica,DMA,23-02-2021,2465
Dominica,DMA,25-02-2021,4811
Dominica,DMA,26-02-2021,5924
Dominica,DMA,01-03-2021,7202
Dominica,DMA,02-03-2021,8238
Dominica,DMA,03-03-2021,9464
Dominica,DMA,04-03-2021,10476
Dominica,DMA,05-03-2021,11368
Dominica,DMA,08-03-2021,12275
Dominica,DMA,10-03-2021,13135
Dominica,DMA,11-03-2021,13565
Dominica,DMA,22-03-2021,15304
Dominica,DMA,25-03-2021,16058
Dominica,DMA,31-03-2021,17674
Dominica,DMA,01-04-2021,17775
Dominica,DMA,12-04-2021,17948
Dominica,DMA,20-04-2021,18173
Dominica,DMA,22-04-2021,18237
Dominica,DMA,28-04-2021,18498
Dominica,DMA,07-05-2021,18864
Dominican Republic,DOM,15-02-2021,0
Dominican Republic,DOM,16-02-2021,385
Dominican Republic,DOM,17-02-2021,1379
Dominican Republic,DOM,18-02-2021,5328
Dominican Republic,DOM,19-02-2021,10200
Dominican Republic,DOM,20-02-2021,13087
Dominican Republic,DOM,21-02-2021,14264
Dominican Republic,DOM,24-02-2021,26400
Dominican Republic,DOM,01-03-2021,60000
Dominican Republic,DOM,02-03-2021,105000
Dominican Republic,DOM,03-03-2021,161827
Dominican Republic,DOM,04-03-2021,227719
Dominican Republic,DOM,05-03-2021,303490
Dominican Republic,DOM,06-03-2021,375265
Dominican Republic,DOM,08-03-2021,400041
Dominican Republic,DOM,09-03-2021,480237
Dominican Republic,DOM,10-03-2021,547091
Dominican Republic,DOM,11-03-2021,606006
Dominican Republic,DOM,15-03-2021,675000
Dominican Republic,DOM,23-03-2021,800000
Dominican Republic,DOM,30-03-2021,856474
Dominican Republic,DOM,14-04-2021,909898
Dominican Republic,DOM,25-04-2021,993804
Dominican Republic,DOM,26-04-2021,1029281
Dominican Republic,DOM,27-04-2021,1067830
Dominican Republic,DOM,28-04-2021,1106733
Dominican Republic,DOM,29-04-2021,1143669
Dominican Republic,DOM,30-04-2021,1174227
Dominican Republic,DOM,01-05-2021,1185502
Dominican Republic,DOM,02-05-2021,1192415
Dominican Republic,DOM,03-05-2021,1251674
Dominican Republic,DOM,04-05-2021,1319445
Dominican Republic,DOM,05-05-2021,1389890
Dominican Republic,DOM,06-05-2021,1456488
Dominican Republic,DOM,07-05-2021,1515063
Dominican Republic,DOM,08-05-2021,1535083
Dominican Republic,DOM,09-05-2021,1543725
Dominican Republic,DOM,10-05-2021,1671046
Ecuador,ECU,21-01-2021,0
Ecuador,ECU,22-01-2021,108
Ecuador,ECU,27-01-2021,2982
Ecuador,ECU,04-02-2021,6228
Ecuador,ECU,17-02-2021,6228
Ecuador,ECU,24-02-2021,20784
Ecuador,ECU,01-03-2021,35886
Ecuador,ECU,04-03-2021,53088
Ecuador,ECU,05-03-2021,64920
Ecuador,ECU,08-03-2021,68244
Ecuador,ECU,09-03-2021,69030
Ecuador,ECU,11-03-2021,89687
Ecuador,ECU,12-03-2021,116948
Ecuador,ECU,13-03-2021,119222
Ecuador,ECU,15-03-2021,121054
Ecuador,ECU,21-03-2021,140765
Ecuador,ECU,23-03-2021,143614
Ecuador,ECU,24-03-2021,152526
Ecuador,ECU,26-03-2021,172413
Ecuador,ECU,27-03-2021,174642
Ecuador,ECU,29-03-2021,182329
Ecuador,ECU,01-04-2021,204902
Ecuador,ECU,04-04-2021,211720
Ecuador,ECU,05-04-2021,228504
Ecuador,ECU,06-04-2021,244159
Ecuador,ECU,08-04-2021,250631
Ecuador,ECU,14-04-2021,338180
Ecuador,ECU,15-04-2021,338180
Ecuador,ECU,16-04-2021,354019
Ecuador,ECU,17-04-2021,377199
Ecuador,ECU,18-04-2021,384093
Ecuador,ECU,19-04-2021,401871
Ecuador,ECU,20-04-2021,421937
Ecuador,ECU,21-04-2021,457403
Ecuador,ECU,22-04-2021,486524
Ecuador,ECU,23-04-2021,514854
Ecuador,ECU,24-04-2021,532367
Ecuador,ECU,25-04-2021,541420
Ecuador,ECU,26-04-2021,555265
Ecuador,ECU,27-04-2021,595699
Ecuador,ECU,28-04-2021,633421
Ecuador,ECU,29-04-2021,691000
Ecuador,ECU,30-04-2021,748021
Ecuador,ECU,01-05-2021,791822
Ecuador,ECU,02-05-2021,821960
Ecuador,ECU,04-05-2021,889218
Ecuador,ECU,05-05-2021,924539
Ecuador,ECU,06-05-2021,953238
Ecuador,ECU,07-05-2021,981620
Ecuador,ECU,09-05-2021,1024121
Egypt,EGY,24-01-2021,0
Egypt,EGY,30-01-2021,1315
Egypt,EGY,27-03-2021,164534
Egypt,EGY,18-04-2021,660000
Egypt,EGY,09-05-2021,1064360
El Salvador,SLV,17-02-2021,0
El Salvador,SLV,22-02-2021,6000
El Salvador,SLV,25-02-2021,16000
El Salvador,SLV,14-03-2021,25000
El Salvador,SLV,17-03-2021,36000
El Salvador,SLV,18-03-2021,41512
El Salvador,SLV,21-03-2021,49000
El Salvador,SLV,28-03-2021,70000
El Salvador,SLV,31-03-2021,99855
El Salvador,SLV,01-04-2021,120476
El Salvador,SLV,02-04-2021,133330
El Salvador,SLV,07-04-2021,160000
El Salvador,SLV,09-04-2021,180000
El Salvador,SLV,11-04-2021,200000
El Salvador,SLV,13-04-2021,308426
El Salvador,SLV,14-04-2021,355941
El Salvador,SLV,15-04-2021,401179
El Salvador,SLV,16-04-2021,445109
El Salvador,SLV,17-04-2021,483638
El Salvador,SLV,22-04-2021,632613
El Salvador,SLV,23-04-2021,674495
El Salvador,SLV,26-04-2021,718089
El Salvador,SLV,27-04-2021,747918
El Salvador,SLV,28-04-2021,775959
El Salvador,SLV,29-04-2021,806790
El Salvador,SLV,30-04-2021,839870
El Salvador,SLV,04-05-2021,890109
El Salvador,SLV,05-05-2021,917399
El Salvador,SLV,06-05-2021,941508
El Salvador,SLV,07-05-2021,958828
England,,03-01-2021,1172675
England,,10-01-2021,1959151
England,,11-01-2021,2080280
England,,12-01-2021,2254556
England,,13-01-2021,2494371
England,,14-01-2021,2769164
England,,15-01-2021,3090058
England,,16-01-2021,3365492
England,,17-01-2021,3520056
England,,18-01-2021,3687206
England,,19-01-2021,3985579
England,,20-01-2021,4303730
England,,21-01-2021,4661293
England,,22-01-2021,5085771
England,,23-01-2021,5529101
England,,24-01-2021,5727693
England,,25-01-2021,5962544
England,,26-01-2021,6221850
England,,27-01-2021,6473752
England,,28-01-2021,6816945
England,,29-01-2021,7253305
England,,30-01-2021,7792996
England,,31-01-2021,8082355
England,,01-02-2021,8362868
England,,02-02-2021,8663041
England,,03-02-2021,9041835
England,,04-02-2021,9430261
England,,05-02-2021,9831897
England,,06-02-2021,10290215
England,,07-02-2021,10519729
England,,08-02-2021,10771998
England,,09-02-2021,11083652
England,,10-02-2021,11422507
England,,11-02-2021,11809241
England,,12-02-2021,12246166
England,,13-02-2021,12675663
England,,14-02-2021,12862909
England,,15-02-2021,13082669
England,,16-02-2021,13395338
England,,17-02-2021,13817914
England,,18-02-2021,14214176
England,,19-02-2021,14537978
England,,20-02-2021,14844087
England,,21-02-2021,14958074
England,,22-02-2021,15113158
England,,23-02-2021,15398055
England,,24-02-2021,15794992
England,,25-02-2021,16227104
England,,26-02-2021,16679881
England,,27-02-2021,17051245
England,,28-02-2021,17212804
England,,01-03-2021,17373384
England,,02-03-2021,17554700
England,,03-03-2021,17785702
England,,04-03-2021,18106090
England,,05-03-2021,18491771
England,,06-03-2021,18875389
England,,07-03-2021,19015497
England,,08-03-2021,19199233
England,,09-03-2021,19380360
England,,10-03-2021,19587080
England,,11-03-2021,19798473
England,,12-03-2021,20111189
England,,13-03-2021,20568821
England,,14-03-2021,20791838
England,,15-03-2021,21122514
England,,16-03-2021,21493356
England,,17-03-2021,21886125
England,,18-03-2021,22337590
England,,19-03-2021,22873079
England,,20-03-2021,23559503
England,,21-03-2021,23854862
England,,22-03-2021,24137423
England,,23-03-2021,24406074
England,,24-03-2021,24681955
England,,25-03-2021,24940005
England,,26-03-2021,25284013
England,,27-03-2021,25651406
England,,28-03-2021,25903782
England,,29-03-2021,26090111
England,,30-03-2021,26266174
England,,31-03-2021,26454219
England,,01-04-2021,26576629
England,,02-04-2021,26644910
England,,03-04-2021,26719422
England,,04-04-2021,26746039
England,,05-04-2021,26765865
England,,06-04-2021,26820161
England,,07-04-2021,26879123
England,,08-04-2021,26934662
England,,09-04-2021,26996936
England,,10-04-2021,27070991
England,,11-04-2021,27107590
England,,12-04-2021,27132941
England,,13-04-2021,27172302
England,,14-04-2021,27251419
England,,15-04-2021,27345006
England,,16-04-2021,27447286
England,,17-04-2021,27559381
England,,18-04-2021,27628579
England,,19-04-2021,27713634
England,,20-04-2021,27798505
England,,21-04-2021,27891208
England,,22-04-2021,27995196
England,,23-04-2021,28102852
England,,24-04-2021,28227710
England,,25-04-2021,28289296
England,,26-04-2021,28356779
England,,27-04-2021,28441846
England,,28-04-2021,28545198
England,,29-04-2021,28656174
England,,30-04-2021,28771540
England,,01-05-2021,28895159
England,,02-05-2021,28965936
England,,03-05-2021,29025049
England,,04-05-2021,29124310
England,,05-05-2021,29232101
England,,06-05-2021,29333695
England,,07-05-2021,29441213
England,,08-05-2021,29578216
England,,09-05-2021,29651554
England,,10-05-2021,29727664
Equatorial Guinea,GNQ,16-03-2021,5765
Equatorial Guinea,GNQ,29-03-2021,9748
Equatorial Guinea,GNQ,01-04-2021,11090
Equatorial Guinea,GNQ,16-04-2021,27579
Equatorial Guinea,GNQ,20-04-2021,38024
Equatorial Guinea,GNQ,22-04-2021,47410
Equatorial Guinea,GNQ,28-04-2021,64646
Estonia,EST,27-12-2020,191
Estonia,EST,28-12-2020,509
Estonia,EST,29-12-2020,876
Estonia,EST,30-12-2020,1890
Estonia,EST,31-12-2020,2476
Estonia,EST,01-01-2021,2476
Estonia,EST,02-01-2021,2506
Estonia,EST,03-01-2021,2524
Estonia,EST,04-01-2021,3166
Estonia,EST,05-01-2021,4976
Estonia,EST,06-01-2021,6587
Estonia,EST,07-01-2021,7929
Estonia,EST,08-01-2021,10144
Estonia,EST,09-01-2021,10695
Estonia,EST,10-01-2021,10918
Estonia,EST,11-01-2021,11767
Estonia,EST,12-01-2021,13347
Estonia,EST,13-01-2021,14742
Estonia,EST,14-01-2021,16522
Estonia,EST,15-01-2021,17803
Estonia,EST,16-01-2021,18023
Estonia,EST,17-01-2021,18053
Estonia,EST,18-01-2021,18712
Estonia,EST,19-01-2021,19471
Estonia,EST,20-01-2021,20324
Estonia,EST,21-01-2021,21841
Estonia,EST,22-01-2021,23076
Estonia,EST,23-01-2021,23331
Estonia,EST,24-01-2021,23492
Estonia,EST,25-01-2021,23868
Estonia,EST,26-01-2021,24612
Estonia,EST,27-01-2021,25252
Estonia,EST,28-01-2021,26325
Estonia,EST,29-01-2021,27548
Estonia,EST,30-01-2021,27814
Estonia,EST,31-01-2021,28099
Estonia,EST,01-02-2021,28819
Estonia,EST,02-02-2021,30067
Estonia,EST,03-02-2021,31730
Estonia,EST,04-02-2021,33786
Estonia,EST,05-02-2021,35335
Estonia,EST,06-02-2021,35743
Estonia,EST,07-02-2021,35754
Estonia,EST,08-02-2021,36751
Estonia,EST,09-02-2021,39029
Estonia,EST,10-02-2021,41621
Estonia,EST,11-02-2021,44377
Estonia,EST,12-02-2021,45910
Estonia,EST,13-02-2021,46042
Estonia,EST,14-02-2021,46044
Estonia,EST,15-02-2021,46662
Estonia,EST,16-02-2021,48493
Estonia,EST,17-02-2021,52160
Estonia,EST,18-02-2021,57446
Estonia,EST,19-02-2021,61222
Estonia,EST,20-02-2021,61810
Estonia,EST,21-02-2021,62322
Estonia,EST,22-02-2021,64417
Estonia,EST,23-02-2021,68204
Estonia,EST,24-02-2021,68535
Estonia,EST,25-02-2021,72262
Estonia,EST,26-02-2021,77444
Estonia,EST,27-02-2021,78479
Estonia,EST,28-02-2021,78663
Estonia,EST,01-03-2021,81110
Estonia,EST,02-03-2021,84081
Estonia,EST,03-03-2021,86992
Estonia,EST,04-03-2021,92139
Estonia,EST,05-03-2021,97718
Estonia,EST,06-03-2021,101305
Estonia,EST,07-03-2021,102299
Estonia,EST,08-03-2021,105722
Estonia,EST,09-03-2021,109761
Estonia,EST,10-03-2021,113758
Estonia,EST,11-03-2021,121941
Estonia,EST,12-03-2021,127676
Estonia,EST,13-03-2021,133104
Estonia,EST,14-03-2021,138378
Estonia,EST,15-03-2021,141737
Estonia,EST,16-03-2021,145487
Estonia,EST,17-03-2021,150663
Estonia,EST,18-03-2021,157302
Estonia,EST,19-03-2021,163755
Estonia,EST,20-03-2021,165977
Estonia,EST,21-03-2021,167301
Estonia,EST,22-03-2021,169254
Estonia,EST,23-03-2021,172002
Estonia,EST,24-03-2021,177252
Estonia,EST,25-03-2021,185739
Estonia,EST,26-03-2021,191561
Estonia,EST,27-03-2021,193691
Estonia,EST,28-03-2021,194178
Estonia,EST,29-03-2021,196127
Estonia,EST,30-03-2021,198719
Estonia,EST,31-03-2021,203179
Estonia,EST,01-04-2021,211181
Estonia,EST,02-04-2021,214735
Estonia,EST,03-04-2021,222534
Estonia,EST,04-04-2021,226545
Estonia,EST,05-04-2021,229060
Estonia,EST,06-04-2021,231542
Estonia,EST,07-04-2021,236444
Estonia,EST,08-04-2021,248086
Estonia,EST,09-04-2021,257667
Estonia,EST,10-04-2021,258891
Estonia,EST,11-04-2021,259176
Estonia,EST,12-04-2021,260647
Estonia,EST,13-04-2021,262931
Estonia,EST,14-04-2021,268284
Estonia,EST,15-04-2021,277608
Estonia,EST,16-04-2021,285836
Estonia,EST,17-04-2021,287162
Estonia,EST,18-04-2021,288138
Estonia,EST,19-04-2021,289381
Estonia,EST,20-04-2021,291323
Estonia,EST,21-04-2021,295615
Estonia,EST,22-04-2021,303828
Estonia,EST,23-04-2021,309535
Estonia,EST,24-04-2021,310403
Estonia,EST,25-04-2021,311612
Estonia,EST,26-04-2021,313069
Estonia,EST,27-04-2021,316558
Estonia,EST,28-04-2021,323212
Estonia,EST,29-04-2021,331439
Estonia,EST,30-04-2021,337072
Estonia,EST,01-05-2021,338025
Estonia,EST,02-05-2021,339585
Estonia,EST,03-05-2021,341920
Estonia,EST,04-05-2021,346895
Estonia,EST,05-05-2021,354174
Estonia,EST,06-05-2021,362809
Estonia,EST,07-05-2021,369106
Estonia,EST,08-05-2021,372177
Estonia,EST,09-05-2021,373344
Estonia,EST,10-05-2021,375541
Estonia,EST,11-05-2021,379288
Eswatini,SWZ,30-03-2021,0
Eswatini,SWZ,05-04-2021,20262
Eswatini,SWZ,08-04-2021,27601
Eswatini,SWZ,19-04-2021,31846
Eswatini,SWZ,20-04-2021,32958
Eswatini,SWZ,22-04-2021,33279
Eswatini,SWZ,23-04-2021,33532
Eswatini,SWZ,25-04-2021,34897
Europe,,02-12-2020,1
Europe,,03-12-2020,1
Europe,,04-12-2020,2
Europe,,05-12-2020,2
Europe,,06-12-2020,2
Europe,,07-12-2020,4
Europe,,08-12-2020,4
Europe,,09-12-2020,5
Europe,,10-12-2020,6
Europe,,11-12-2020,6
Europe,,12-12-2020,6
Europe,,13-12-2020,6
Europe,,14-12-2020,6
Europe,,15-12-2020,28506
Europe,,16-12-2020,28506
Europe,,17-12-2020,28506
Europe,,18-12-2020,28506
Europe,,19-12-2020,28506
Europe,,20-12-2020,28506
Europe,,21-12-2020,28506
Europe,,22-12-2020,52006
Europe,,23-12-2020,52006
Europe,,24-12-2020,52006
Europe,,25-12-2020,52006
Europe,,26-12-2020,52006
Europe,,27-12-2020,108390
Europe,,28-12-2020,146394
Europe,,29-12-2020,237863
Europe,,30-12-2020,386492
Europe,,31-12-2020,490566
Europe,,01-01-2021,524944
Europe,,02-01-2021,1378985
Europe,,03-01-2021,2845127
Europe,,04-01-2021,3115431
Europe,,05-01-2021,3427047
Europe,,06-01-2021,3684953
Europe,,07-01-2021,4064068
Europe,,08-01-2021,4440779
Europe,,09-01-2021,4635584
Europe,,10-01-2021,5739009
Europe,,11-01-2021,6310939
Europe,,12-01-2021,6979678
Europe,,13-01-2021,8017133
Europe,,14-01-2021,8864193
Europe,,15-01-2021,9718720
Europe,,16-01-2021,10229208
Europe,,17-01-2021,10662061
Europe,,18-01-2021,11427362
Europe,,19-01-2021,12256897
Europe,,20-01-2021,13135082
Europe,,21-01-2021,14077530
Europe,,22-01-2021,15020599
Europe,,23-01-2021,15739112
Europe,,24-01-2021,16346871
Europe,,25-01-2021,17055712
Europe,,26-01-2021,17774258
Europe,,27-01-2021,18647011
Europe,,28-01-2021,19468391
Europe,,29-01-2021,20274520
Europe,,30-01-2021,21071692
Europe,,31-01-2021,21758928
Europe,,01-02-2021,22309623
Europe,,02-02-2021,23024435
Europe,,03-02-2021,23831451
Europe,,04-02-2021,24677409
Europe,,05-02-2021,25453394
Europe,,06-02-2021,26146047
Europe,,07-02-2021,26760107
Europe,,08-02-2021,27296205
Europe,,09-02-2021,28038583
Europe,,10-02-2021,28856488
Europe,,11-02-2021,29867512
Europe,,12-02-2021,30903313
Europe,,13-02-2021,31621633
Europe,,14-02-2021,32780340
Europe,,15-02-2021,33382314
Europe,,16-02-2021,34143533
Europe,,17-02-2021,35163421
Europe,,18-02-2021,36313560
Europe,,19-02-2021,37228221
Europe,,20-02-2021,37909171
Europe,,21-02-2021,38647511
Europe,,22-02-2021,39329508
Europe,,23-02-2021,40230184
Europe,,24-02-2021,41563304
Europe,,25-02-2021,42838380
Europe,,26-02-2021,44200869
Europe,,27-02-2021,45177161
Europe,,28-02-2021,46207311
Europe,,01-03-2021,47108657
Europe,,02-03-2021,51313255
Europe,,03-03-2021,52772165
Europe,,04-03-2021,54813576
Europe,,05-03-2021,56441680
Europe,,06-03-2021,57898387
Europe,,07-03-2021,59141552
Europe,,08-03-2021,60243248
Europe,,09-03-2021,61518613
Europe,,10-03-2021,62943550
Europe,,11-03-2021,64649200
Europe,,12-03-2021,66232993
Europe,,13-03-2021,67600530
Europe,,14-03-2021,68709825
Europe,,15-03-2021,69967966
Europe,,16-03-2021,71158351
Europe,,17-03-2021,72491534
Europe,,18-03-2021,73965164
Europe,,19-03-2021,75660916
Europe,,20-03-2021,77219060
Europe,,21-03-2021,78236609
Europe,,22-03-2021,79481104
Europe,,23-03-2021,80921238
Europe,,24-03-2021,82558653
Europe,,25-03-2021,84220902
Europe,,26-03-2021,86340565
Europe,,27-03-2021,87600962
Europe,,28-03-2021,88889349
Europe,,29-03-2021,91601641
Europe,,30-03-2021,93298089
Europe,,31-03-2021,95278712
Europe,,01-04-2021,97252368
Europe,,02-04-2021,98644649
Europe,,03-04-2021,99869858
Europe,,04-04-2021,100996113
Europe,,05-04-2021,101905177
Europe,,06-04-2021,103537774
Europe,,07-04-2021,106078552
Europe,,08-04-2021,108909953
Europe,,09-04-2021,111620704
Europe,,10-04-2021,113584222
Europe,,11-04-2021,115016882
Europe,,12-04-2021,117052786
Europe,,13-04-2021,119346977
Europe,,14-04-2021,121985609
Europe,,15-04-2021,124846112
Europe,,16-04-2021,127382501
Europe,,17-04-2021,129003612
Europe,,18-04-2021,131362783
Europe,,19-04-2021,133680249
Europe,,20-04-2021,135851114
Europe,,21-04-2021,138567331
Europe,,22-04-2021,141286234
Europe,,23-04-2021,143976102
Europe,,24-04-2021,145579714
Europe,,25-04-2021,148071903
Europe,,26-04-2021,149801316
Europe,,27-04-2021,152432094
Europe,,28-04-2021,155687912
Europe,,29-04-2021,158863422
Europe,,30-04-2021,161325511
Europe,,01-05-2021,162996404
Europe,,02-05-2021,165238230
Europe,,03-05-2021,166912841
Europe,,04-05-2021,169171366
Europe,,05-05-2021,172652811
Europe,,06-05-2021,175916527
Europe,,07-05-2021,178646330
Europe,,08-05-2021,180484030
Europe,,09-05-2021,182625994
Europe,,10-05-2021,184743325
Europe,,11-05-2021,186109729
European Union,,27-12-2020,56379
European Union,,28-12-2020,93778
European Union,,29-12-2020,184180
European Union,,30-12-2020,327506
European Union,,31-12-2020,431507
European Union,,01-01-2021,465879
European Union,,02-01-2021,571920
European Union,,03-01-2021,657614
European Union,,04-01-2021,927910
European Union,,05-01-2021,1236139
European Union,,06-01-2021,1484972
European Union,,07-01-2021,1857528
European Union,,08-01-2021,2225623
European Union,,09-01-2021,2420291
European Union,,10-01-2021,2614746
European Union,,11-01-2021,3040213
European Union,,12-01-2021,3495836
European Union,,13-01-2021,4044489
European Union,,14-01-2021,4557462
European Union,,15-01-2021,5063504
European Union,,16-01-2021,5276336
European Union,,17-01-2021,5518689
European Union,,18-01-2021,6077889
European Union,,19-01-2021,6558973
European Union,,20-01-2021,7036161
European Union,,21-01-2021,7519054
European Union,,22-01-2021,7944710
European Union,,23-01-2021,8126319
European Union,,24-01-2021,8452630
European Union,,25-01-2021,8832956
European Union,,26-01-2021,9174249
European Union,,27-01-2021,9680520
European Union,,28-01-2021,10035395
European Union,,29-01-2021,10314447
European Union,,30-01-2021,10506457
European Union,,31-01-2021,10874525
European Union,,01-02-2021,11074123
European Union,,02-02-2021,11348083
European Union,,03-02-2021,11641213
European Union,,04-02-2021,11966604
European Union,,05-02-2021,12225630
European Union,,06-02-2021,12366872
European Union,,07-02-2021,12689502
European Union,,08-02-2021,12872006
European Union,,09-02-2021,13196462
European Union,,10-02-2021,13490834
European Union,,11-02-2021,13977597
European Union,,12-02-2021,14341447
European Union,,13-02-2021,14552657
European Union,,14-02-2021,14935779
European Union,,15-02-2021,15252710
European Union,,16-02-2021,15632567
European Union,,17-02-2021,16131400
European Union,,18-02-2021,16777084
European Union,,19-02-2021,17300185
European Union,,20-02-2021,17645296
European Union,,21-02-2021,18231634
European Union,,22-02-2021,18706439
European Union,,23-02-2021,19244270
European Union,,24-02-2021,20072075
European Union,,25-02-2021,20817616
European Union,,26-02-2021,21650015
European Union,,27-02-2021,22180940
European Union,,28-02-2021,23013524
European Union,,01-03-2021,23671954
European Union,,02-03-2021,24445776
European Union,,03-03-2021,25424441
European Union,,04-03-2021,26617957
European Union,,05-03-2021,27559179
European Union,,06-03-2021,28415533
European Union,,07-03-2021,29433777
European Union,,08-03-2021,30242015
European Union,,09-03-2021,31213869
European Union,,10-03-2021,32190514
European Union,,11-03-2021,33485223
European Union,,12-03-2021,34630061
European Union,,13-03-2021,35454996
European Union,,14-03-2021,36246156
European Union,,15-03-2021,37069907
European Union,,16-03-2021,37791347
European Union,,17-03-2021,38560080
European Union,,18-03-2021,39401225
European Union,,19-03-2021,40314699
European Union,,20-03-2021,41061366
European Union,,21-03-2021,41673696
European Union,,22-03-2021,42559644
European Union,,23-03-2021,43595437
European Union,,24-03-2021,44814311
European Union,,25-03-2021,46050516
European Union,,26-03-2021,47671207
European Union,,27-03-2021,48487328
European Union,,28-03-2021,49413170
European Union,,29-03-2021,50611789
European Union,,30-03-2021,51958626
European Union,,31-03-2021,53464085
European Union,,01-04-2021,55040104
European Union,,02-04-2021,56196194
European Union,,03-04-2021,57108035
European Union,,04-04-2021,58079369
European Union,,05-04-2021,58848294
European Union,,06-04-2021,60138719
European Union,,07-04-2021,62254312
European Union,,08-04-2021,64646337
European Union,,09-04-2021,66788504
European Union,,10-04-2021,68342000
European Union,,11-04-2021,69552838
European Union,,12-04-2021,71365307
European Union,,13-04-2021,73272689
European Union,,14-04-2021,75267174
European Union,,15-04-2021,77724203
European Union,,16-04-2021,79764173
European Union,,17-04-2021,81036145
European Union,,18-04-2021,83164469
European Union,,19-04-2021,85258740
European Union,,20-04-2021,86981625
European Union,,21-04-2021,89221080
European Union,,22-04-2021,91389541
European Union,,23-04-2021,93487445
European Union,,24-04-2021,94559999
European Union,,25-04-2021,96873441
European Union,,26-04-2021,98317598
European Union,,27-04-2021,100569153
European Union,,28-04-2021,103110474
European Union,,29-04-2021,105743876
European Union,,30-04-2021,107758621
European Union,,01-05-2021,109180785
European Union,,02-05-2021,111237642
European Union,,03-05-2021,112777231
European Union,,04-05-2021,114816274
European Union,,05-05-2021,117713767
European Union,,06-05-2021,120491403
European Union,,07-05-2021,122894611
European Union,,08-05-2021,124359332
European Union,,09-05-2021,126329767
European Union,,10-05-2021,128179215
European Union,,11-05-2021,129442098
Faeroe Islands,FRO,29-01-2021,3993
Faeroe Islands,FRO,06-02-2021,4051
Faeroe Islands,FRO,08-02-2021,4098
Faeroe Islands,FRO,10-02-2021,4134
Faeroe Islands,FRO,21-02-2021,4167
Faeroe Islands,FRO,23-02-2021,4172
Faeroe Islands,FRO,24-02-2021,4190
Faeroe Islands,FRO,03-03-2021,4211
Faeroe Islands,FRO,04-03-2021,4238
Faeroe Islands,FRO,05-03-2021,4251
Faeroe Islands,FRO,06-03-2021,4251
Faeroe Islands,FRO,08-03-2021,4260
Faeroe Islands,FRO,12-03-2021,4901
Faeroe Islands,FRO,16-03-2021,4988
Faeroe Islands,FRO,17-03-2021,5173
Faeroe Islands,FRO,18-03-2021,5309
Faeroe Islands,FRO,22-03-2021,5388
Faeroe Islands,FRO,26-03-2021,5586
Faeroe Islands,FRO,27-03-2021,5853
Faeroe Islands,FRO,30-03-2021,6641
Faeroe Islands,FRO,08-04-2021,7345
Faeroe Islands,FRO,12-04-2021,8382
Faeroe Islands,FRO,13-04-2021,8874
Faeroe Islands,FRO,14-04-2021,9350
Faeroe Islands,FRO,15-04-2021,9528
Faeroe Islands,FRO,19-04-2021,9552
Faeroe Islands,FRO,21-04-2021,9641
Faeroe Islands,FRO,22-04-2021,10282
Faeroe Islands,FRO,24-04-2021,11751
Faeroe Islands,FRO,26-04-2021,12748
Faeroe Islands,FRO,27-04-2021,13686
Faeroe Islands,FRO,28-04-2021,14458
Faeroe Islands,FRO,06-05-2021,14743
Faeroe Islands,FRO,08-05-2021,16109
Faeroe Islands,FRO,09-05-2021,16896
Faeroe Islands,FRO,11-05-2021,18420
Falkland Islands,FLK,07-02-2021,0
Falkland Islands,FLK,15-02-2021,1515
Falkland Islands,FLK,22-02-2021,1732
Falkland Islands,FLK,26-03-2021,2187
Falkland Islands,FLK,07-04-2021,2605
Falkland Islands,FLK,14-04-2021,2632
Fiji,FJI,17-03-2021,0
Fiji,FJI,13-04-2021,6278
Fiji,FJI,15-04-2021,27705
Fiji,FJI,16-04-2021,56000
Fiji,FJI,20-04-2021,56000
Fiji,FJI,11-05-2021,93000
Finland,FIN,25-01-2021,106098
Finland,FIN,26-01-2021,110047
Finland,FIN,27-01-2021,117555
Finland,FIN,28-01-2021,127783
Finland,FIN,29-01-2021,137551
Finland,FIN,30-01-2021,144520
Finland,FIN,01-02-2021,145557
Finland,FIN,02-02-2021,145770
Finland,FIN,03-02-2021,149951
Finland,FIN,04-02-2021,159624
Finland,FIN,05-02-2021,164636
Finland,FIN,06-02-2021,169194
Finland,FIN,07-02-2021,170335
Finland,FIN,08-02-2021,170641
Finland,FIN,09-02-2021,173558
Finland,FIN,10-02-2021,178005
Finland,FIN,11-02-2021,187384
